sample_id,group,chrom,bin_start,bin_end,short_count,long_count,total_count,short_long_ratio
EE87811,Breast cancer,chr3,85000000,90000000,11687,49709,61396,0.2351083304834134
EE87811,Breast cancer,chr3,90000000,95000000,7020,27653,34673,0.2538603406502007
EE87811,Breast cancer,chr3,95000000,100000000,12248,51351,63599,0.2385153161574263
EE87811,Breast cancer,chr3,100000000,105000000,12495,50309,62804,0.248365103659385
EE87811,Breast cancer,chr3,105000000,110000000,12512,52967,65479,0.2362225536654898
EE87811,Breast cancer,chr3,110000000,115000000,13069,52540,65609,0.2487438142367719
EE87811,Breast cancer,chr3,115000000,120000000,12941,53554,66495,0.2416439481644695
EE87811,Breast cancer,chr3,120000000,125000000,13262,52284,65546,0.2536531252390789
EE87811,Breast cancer,chr3,125000000,130000000,12531,48240,60771,0.2597636815920398
EE87811,Breast cancer,chr3,130000000,135000000,13148,53567,66715,0.2454496238355704
EE87811,Breast cancer,chr3,135000000,140000000,12976,52896,65872,0.2453115547489413
EE87811,Breast cancer,chr3,140000000,145000000,13062,52242,65304,0.2500287125301481
EE87811,Breast cancer,chr3,145000000,150000000,12174,50450,62624,0.2413082259663032
EE87811,Breast cancer,chr3,150000000,155000000,12783,51553,64336,0.247958411731616
EE87811,Breast cancer,chr3,155000000,160000000,12901,52593,65494,0.2452988040233491
EE87811,Breast cancer,chr3,160000000,165000000,11520,48060,59580,0.2397003745318352
EE87811,Breast cancer,chr3,165000000,170000000,12234,51139,63373,0.2392303330139424
EE87811,Breast cancer,chr3,170000000,175000000,12628,50821,63449,0.2484799590720371
EE87811,Breast cancer,chr3,175000000,180000000,12456,50605,63061,0.2461416856041893
EE87811,Breast cancer,chr3,180000000,185000000,12551,49721,62272,0.2524285513163452
EE87811,Breast cancer,chr3,185000000,190000000,12939,50947,63886,0.2539698117651677
EE87811,Breast cancer,chr3,190000000,195000000,12796,52086,64882,0.2456706216641708
EE87811,Breast cancer,chr3,195000000,200000000,7550,26922,34472,0.2804397890201322
EE87811,Breast cancer,chr4,0,5000000,11392,42240,53632,0.2696969696969697
EE87811,Breast cancer,chr4,5000000,10000000,11536,46352,57888,0.2488781498101484
EE87811,Breast cancer,chr4,10000000,15000000,13309,54775,68084,0.2429758101323596
EE87811,Breast cancer,chr4,15000000,20000000,12989,53119,66108,0.244526440633295
EE87811,Breast cancer,chr4,20000000,25000000,12965,54895,67860,0.2361781583022133
EE87811,Breast cancer,chr4,25000000,30000000,12408,50130,62538,0.2475164572112507
EE87811,Breast cancer,chr4,30000000,35000000,11889,48822,60711,0.2435172668059481
EE87811,Breast cancer,chr4,35000000,40000000,12474,49204,61678,0.2535159743110316
EE87811,Breast cancer,chr4,40000000,45000000,12582,51634,64216,0.243676647170469
EE87811,Breast cancer,chr4,45000000,50000000,17316,51198,68514,0.3382163365756475
EE87811,Breast cancer,chr4,50000000,55000000,8480,35383,43863,0.2396631150552525
EE87811,Breast cancer,chr4,55000000,60000000,12050,50378,62428,0.2391917106673547
EE87811,Breast cancer,chr4,60000000,65000000,11788,47987,59775,0.2456498635046992
EE87811,Breast cancer,chr4,65000000,70000000,11604,48430,60034,0.2396035515176543
EE87811,Breast cancer,chr4,70000000,75000000,12609,52054,64663,0.2422292234986744
EE87811,Breast cancer,chr4,75000000,80000000,13106,53191,66297,0.2463950668346148
EE87811,Breast cancer,chr4,80000000,85000000,12729,51711,64440,0.2461565237570342
EE87811,Breast cancer,chr4,85000000,90000000,12843,51684,64527,0.2484908288832133
EE87811,Breast cancer,chr4,90000000,95000000,11864,50076,61940,0.2369198817796948
EE87811,Breast cancer,chr4,95000000,100000000,12378,52321,64699,0.2365780470556755
EE87811,Breast cancer,chr4,100000000,105000000,12710,51999,64709,0.2444277774572588
EE87811,Breast cancer,chr4,105000000,110000000,13017,52040,65057,0.2501345119139124
EE87811,Breast cancer,chr4,110000000,115000000,11905,50752,62657,0.2345720365699874
EE87811,Breast cancer,chr4,115000000,120000000,11613,48765,60378,0.238142110119963
EE87811,Breast cancer,chr4,120000000,125000000,12903,52561,65464,0.2454861969901638
EE87811,Breast cancer,chr4,125000000,130000000,12257,50563,62820,0.2424104582402151
EE87811,Breast cancer,chr4,130000000,135000000,11483,47405,58888,0.2422318320852231
EE87811,Breast cancer,chr4,135000000,140000000,11830,48761,60591,0.2426119234634236
EE87811,Breast cancer,chr4,140000000,145000000,12953,55157,68110,0.2348387330710517
EE87811,Breast cancer,chr4,145000000,150000000,12672,53710,66382,0.2359337181158071
EE87811,Breast cancer,chr4,150000000,155000000,12757,52234,64991,0.244227897538002
EE87811,Breast cancer,chr4,155000000,160000000,12478,51008,63486,0.2446282936010037
EE87811,Breast cancer,chr4,160000000,165000000,11678,49306,60984,0.2368474425019267
EE87811,Breast cancer,chr4,165000000,170000000,12130,50139,62269,0.2419274417120405
EE87811,Breast cancer,chr4,170000000,175000000,12305,51636,63941,0.2383027345262995
EE87811,Breast cancer,chr4,175000000,180000000,12015,50175,62190,0.2394618834080717
EE87811,Breast cancer,chr4,180000000,185000000,12541,49945,62486,0.251096205826409
EE87811,Breast cancer,chr4,185000000,190000000,11990,50042,62032,0.2395987370608688
EE87811,Breast cancer,chr4,190000000,195000000,302,997,1299,0.3029087261785356
EE87811,Breast cancer,chr5,0,5000000,11752,48140,59892,0.2441213128375571
EE87811,Breast cancer,chr5,5000000,10000000,13221,55181,68402,0.2395933382867291
EE87811,Breast cancer,chr5,10000000,15000000,12909,52604,65513,0.2453995893848376
EE87811,Breast cancer,chr5,15000000,20000000,12260,50534,62794,0.2426089365575652
EE87811,Breast cancer,chr5,20000000,25000000,11350,47027,58377,0.2413507134199502
EE87811,Breast cancer,chr5,25000000,30000000,11527,46940,58467,0.2455688112484022
EE87811,Breast cancer,chr5,30000000,35000000,12603,51732,64335,0.2436209696126189
EE87811,Breast cancer,chr5,35000000,40000000,13098,52764,65862,0.2482374346145099
EE87811,Breast cancer,chr5,40000000,45000000,12888,52774,65662,0.2442111645886232
EE87811,Breast cancer,chr5,45000000,50000000,9681,23402,33083,0.4136825912315187
EE87811,Breast cancer,chr5,50000000,55000000,12476,51353,63829,0.2429458843689755
EE87811,Breast cancer,chr5,55000000,60000000,13106,52759,65865,0.2484125931120756
EE87811,Breast cancer,chr5,60000000,65000000,12969,53218,66187,0.2436957420421661
EE87811,Breast cancer,chr5,65000000,70000000,11713,47414,59127,0.2470367402033154
EE87811,Breast cancer,chr5,70000000,75000000,9851,39603,49454,0.2487437820367143
EE87811,Breast cancer,chr5,75000000,80000000,12839,51332,64171,0.2501168861528871
EE87811,Breast cancer,chr5,80000000,85000000,12355,50295,62650,0.2456506610995128
EE87811,Breast cancer,chr5,85000000,90000000,12031,50826,62857,0.2367095581001849
EE87811,Breast cancer,chr5,90000000,95000000,12433,51345,63778,0.2421462654591488
EE87811,Breast cancer,chr5,95000000,100000000,12540,50733,63273,0.2471763940630359
EE87811,Breast cancer,chr5,100000000,105000000,12013,49586,61599,0.2422659621667406
EE87811,Breast cancer,chr5,105000000,110000000,12141,50703,62844,0.239453286787764
EE87811,Breast cancer,chr5,110000000,115000000,13012,54916,67928,0.2369436958263529
EE87811,Breast cancer,chr5,115000000,120000000,13021,52592,65613,0.2475851840584119
EE87811,Breast cancer,chr5,120000000,125000000,12756,52677,65433,0.2421550202175522
EE87811,Breast cancer,chr5,125000000,130000000,12716,53229,65945,0.238892333126679
EE87811,Breast cancer,chr5,130000000,135000000,12825,49356,62181,0.2598468271334792
EE87811,Breast cancer,chr5,135000000,140000000,13071,52326,65397,0.2497993349386538
EE87811,Breast cancer,chr5,140000000,145000000,12939,49662,62601,0.2605412589102331
EE87811,Breast cancer,chr5,145000000,150000000,13308,53522,66830,0.2486454168379358
EE87811,Breast cancer,chr5,150000000,155000000,13162,52282,65444,0.2517501243257717
EE87811,Breast cancer,chr5,155000000,160000000,13282,55305,68587,0.2401591176204683
EE87811,Breast cancer,chr5,160000000,165000000,12421,51673,64094,0.2403769860468716
EE87811,Breast cancer,chr5,165000000,170000000,12999,54338,67337,0.239224851853215
EE87811,Breast cancer,chr5,170000000,175000000,13176,50875,64051,0.258987714987715
EE87811,Breast cancer,chr5,175000000,180000000,11164,41598,52762,0.2683782874176643
EE87811,Breast cancer,chr5,180000000,185000000,3058,11369,14427,0.2689770428357815
EE87811,Breast cancer,chr6,0,5000000,12795,50288,63083,0.254434457524658
EE87811,Breast cancer,chr6,5000000,10000000,13130,51782,64912,0.2535630141748097
EE87811,Breast cancer,chr6,10000000,15000000,13541,51371,64912,0.2635922991571119
EE87811,Breast cancer,chr6,15000000,20000000,13043,50940,63983,0.2560463290145269
EE87811,Breast cancer,chr6,20000000,25000000,12917,52553,65470,0.2457899644168744
EE87811,Breast cancer,chr6,25000000,30000000,12323,47610,59933,0.2588321781138416
EE87811,Breast cancer,chr6,30000000,35000000,11976,42392,54368,0.2825061332326854
EE87811,Breast cancer,chr6,35000000,40000000,13009,49577,62586,0.2623999031809105
EE87811,Breast cancer,chr6,40000000,45000000,13177,49064,62241,0.2685675851948475
EE87811,Breast cancer,chr6,45000000,50000000,12890,53148,66038,0.2425302927673666
EE87811,Breast cancer,chr6,50000000,55000000,12669,52978,65647,0.2391370002642606
EE87811,Breast cancer,chr6,55000000,60000000,8266,34650,42916,0.2385569985569985
EE87811,Breast cancer,chr6,60000000,65000000,11191,47093,58284,0.2376361667339095
EE87811,Breast cancer,chr6,65000000,70000000,11745,48630,60375,0.2415175817396668
EE87811,Breast cancer,chr6,70000000,75000000,12324,50752,63076,0.242827868852459
EE87811,Breast cancer,chr6,75000000,80000000,12229,52320,64549,0.2337347094801223
EE87811,Breast cancer,chr6,80000000,85000000,12499,53023,65522,0.2357278916696528
EE87811,Breast cancer,chr6,85000000,90000000,12770,51971,64741,0.2457139558599988
EE87811,Breast cancer,chr6,90000000,95000000,12341,51272,63613,0.2406966765486035
EE87811,Breast cancer,chr6,95000000,100000000,12146,51687,63833,0.2349913904850349
EE87811,Breast cancer,chr6,100000000,105000000,11845,49676,61521,0.2384451244061518
EE87811,Breast cancer,chr6,105000000,110000000,12917,50215,63132,0.2572338942547048
EE87811,Breast cancer,chr6,110000000,115000000,12806,50625,63431,0.252958024691358
EE87811,Breast cancer,chr6,115000000,120000000,12901,52399,65300,0.2462069886829901
EE87811,Breast cancer,chr6,120000000,125000000,12213,51481,63694,0.2372331539791379
EE87811,Breast cancer,chr6,125000000,130000000,12559,52171,64730,0.2407276072914071
EE87811,Breast cancer,chr6,130000000,135000000,12653,52166,64819,0.2425526204807729
EE87811,Breast cancer,chr6,135000000,140000000,12930,51110,64040,0.252983760516533
EE87811,Breast cancer,chr6,140000000,145000000,12618,51011,63629,0.2473584128913371
EE87811,Breast cancer,chr6,145000000,150000000,12727,51762,64489,0.2458753525752482
EE87811,Breast cancer,chr6,150000000,155000000,12707,51009,63716,0.2491129016448078
EE87811,Breast cancer,chr6,155000000,160000000,12727,50312,63039,0.2529615201144856
EE87811,Breast cancer,chr6,160000000,165000000,12870,51286,64156,0.2509456771828569
EE87811,Breast cancer,chr6,165000000,170000000,11904,49365,61269,0.2411425098754178
EE87811,Breast cancer,chr6,170000000,175000000,1522,5897,7419,0.258097337629303
EE87811,Breast cancer,chr7,0,5000000,10622,41371,51993,0.2567498972710352
EE87811,Breast cancer,chr7,5000000,10000000,11520,45068,56588,0.2556137392384841
EE87811,Breast cancer,chr7,10000000,15000000,12281,50765,63046,0.2419186447355461
EE87811,Breast cancer,chr7,15000000,20000000,12473,51623,64096,0.2416171086531197
EE87811,Breast cancer,chr7,20000000,25000000,12666,53103,65769,0.2385175978758262
EE87811,Breast cancer,chr7,25000000,30000000,13360,52855,66215,0.2527670040677324
EE87811,Breast cancer,chr7,30000000,35000000,13095,53140,66235,0.2464245389537072
EE87811,Breast cancer,chr7,35000000,40000000,13242,50946,64188,0.2599222706395006
EE87811,Breast cancer,chr7,40000000,45000000,12711,51508,64219,0.2467771996583055
EE87811,Breast cancer,chr7,45000000,50000000,12812,52392,65204,0.2445411513208123
EE87811,Breast cancer,chr7,50000000,55000000,12442,51353,63795,0.2422838003621989
EE87811,Breast cancer,chr7,55000000,60000000,6668,27564,34232,0.2419097373385575
EE87811,Breast cancer,chr7,60000000,65000000,7327,30070,37397,0.2436647821749251
EE87811,Breast cancer,chr7,65000000,70000000,11826,46011,57837,0.2570254939036317
EE87811,Breast cancer,chr7,70000000,75000000,10774,41958,52732,0.2567805901139234
EE87811,Breast cancer,chr7,75000000,80000000,10497,40935,51432,0.2564309270795163
EE87811,Breast cancer,chr7,80000000,85000000,11840,49031,60871,0.2414798800758703
EE87811,Breast cancer,chr7,85000000,90000000,12291,51710,64001,0.237690968864823
EE87811,Breast cancer,chr7,90000000,95000000,12820,52297,65117,0.2451383444557049
EE87811,Breast cancer,chr7,95000000,100000000,12461,51069,63530,0.2440032113415183
EE87811,Breast cancer,chr7,100000000,105000000,11248,43097,54345,0.2609926444996171
EE87811,Breast cancer,chr7,105000000,110000000,12979,50527,63506,0.2568725631840402
EE87811,Breast cancer,chr7,110000000,115000000,12484,50959,63443,0.2449812594438666
EE87811,Breast cancer,chr7,115000000,120000000,12147,52071,64218,0.2332776401451863
EE87811,Breast cancer,chr7,120000000,125000000,12493,51950,64443,0.2404812319538017
EE87811,Breast cancer,chr7,125000000,130000000,12376,49038,61414,0.2523757086341204
EE87811,Breast cancer,chr7,130000000,135000000,13133,52600,65733,0.2496768060836502
EE87811,Breast cancer,chr7,135000000,140000000,12759,50197,62956,0.2541785365659302
EE87811,Breast cancer,chr7,140000000,145000000,11835,47297,59132,0.2502272871429477
EE87811,Breast cancer,chr7,145000000,150000000,11947,49522,61469,0.2412463147691934
EE87811,Breast cancer,chr7,150000000,155000000,12133,47437,59570,0.2557708118135632
EE87811,Breast cancer,chr7,155000000,160000000,10601,41383,51984,0.2561679916874079
EE87811,Breast cancer,chr8,0,5000000,11098,46564,57662,0.2383386307018297
EE87811,Breast cancer,chr8,5000000,10000000,10372,42694,53066,0.2429381177683046
EE87811,Breast cancer,chr8,10000000,15000000,11706,48337,60043,0.2421747315720876
EE87811,Breast cancer,chr8,15000000,20000000,12923,52543,65466,0.2459509354243191
EE87811,Breast cancer,chr8,20000000,25000000,12902,52497,65399,0.2457664247480808
EE87811,Breast cancer,chr8,25000000,30000000,13110,50930,64040,0.2574121343019831
EE87811,Breast cancer,chr8,30000000,35000000,12729,53051,65780,0.239938926693182
EE87811,Breast cancer,chr8,35000000,40000000,12603,50854,63457,0.247827112911472
EE87811,Breast cancer,chr8,40000000,45000000,9920,40641,50561,0.2440884820747521
EE87811,Breast cancer,chr8,45000000,50000000,10437,43002,53439,0.2427096414120273
EE87811,Breast cancer,chr8,50000000,55000000,12498,52301,64799,0.2389629261390795
EE87811,Breast cancer,chr8,55000000,60000000,12887,53126,66013,0.2425742574257425
EE87811,Breast cancer,chr8,60000000,65000000,12763,53315,66078,0.2393885398105598
EE87811,Breast cancer,chr8,65000000,70000000,12740,51256,63996,0.2485562665834244
EE87811,Breast cancer,chr8,70000000,75000000,12729,53266,65995,0.2389704501933691
EE87811,Breast cancer,chr8,75000000,80000000,12269,51576,63845,0.2378819606018303
EE87811,Breast cancer,chr8,80000000,85000000,12085,50575,62660,0.2389520514087988
EE87811,Breast cancer,chr8,85000000,90000000,11867,48692,60559,0.2437156000985788
EE87811,Breast cancer,chr8,90000000,95000000,12807,52682,65489,0.2431001100945294
EE87811,Breast cancer,chr8,95000000,100000000,12969,52341,65310,0.2477789877915974
EE87811,Breast cancer,chr8,100000000,105000000,12775,52070,64845,0.2453428077587862
EE87811,Breast cancer,chr8,105000000,110000000,12764,53376,66140,0.2391336930455635
EE87811,Breast cancer,chr8,110000000,115000000,11598,48092,59690,0.2411627713549031
EE87811,Breast cancer,chr8,115000000,120000000,12963,54291,67254,0.2387688567165828
EE87811,Breast cancer,chr8,120000000,125000000,13033,52540,65573,0.2480586220022839
EE87811,Breast cancer,chr8,125000000,130000000,13600,54020,67620,0.2517586079229915
EE87811,Breast cancer,chr8,130000000,135000000,13547,53918,67465,0.2512519010349048
EE87811,Breast cancer,chr8,135000000,140000000,13120,55588,68708,0.2360221630567748
EE87811,Breast cancer,chr8,140000000,145000000,11118,40930,52048,0.2716344979232836
EE87811,Breast cancer,chr8,145000000,150000000,191,757,948,0.2523117569352708
EE87811,Breast cancer,chr9,0,5000000,13094,52627,65721,0.248807646265225
EE87811,Breast cancer,chr9,5000000,10000000,13019,52815,65834,0.2465019407365331
EE87811,Breast cancer,chr9,10000000,15000000,12385,51704,64089,0.2395365929135076
EE87811,Breast cancer,chr9,15000000,20000000,12639,53862,66501,0.2346552300323048
EE87811,Breast cancer,chr9,20000000,25000000,12663,52903,65566,0.2393626070355178
EE87811,Breast cancer,chr9,25000000,30000000,12576,52063,64639,0.241553502487371
EE87811,Breast cancer,chr9,30000000,35000000,12240,48998,61238,0.2498061145352871
EE87811,Breast cancer,chr9,35000000,40000000,10193,40059,50252,0.2544496867120996
EE87811,Breast cancer,chr9,40000000,45000000,3191,12706,15897,0.2511411931371006
EE87811,Breast cancer,chr9,45000000,50000000,15,20,35,0.75
EE87811,Breast cancer,chr9,60000000,65000000,2372,9086,11458,0.2610609729253797
EE87811,Breast cancer,chr9,65000000,70000000,5754,22508,28262,0.2556424382441798
EE87811,Breast cancer,chr9,70000000,75000000,12561,52154,64715,0.2408444222878398
EE87811,Breast cancer,chr9,75000000,80000000,13235,53451,66686,0.2476099605245926
EE87811,Breast cancer,chr9,80000000,85000000,12898,53039,65937,0.2431795471256999
EE87811,Breast cancer,chr9,85000000,90000000,12923,51894,64817,0.2490268624503796
EE87811,Breast cancer,chr9,90000000,95000000,12600,49204,61804,0.2560767417283148
EE87811,Breast cancer,chr9,95000000,100000000,12989,51034,64023,0.2545165967786181
EE87811,Breast cancer,chr9,100000000,105000000,12568,52325,64893,0.2401911132345915
EE87811,Breast cancer,chr9,105000000,110000000,13804,55359,69163,0.2493542152134251
EE87811,Breast cancer,chr9,110000000,115000000,12652,48931,61583,0.2585681878563691
EE87811,Breast cancer,chr9,115000000,120000000,13282,57421,70703,0.2313091029414326
